movielens_title_id,imdb_title_id,title,year,duration,description,num_ratings,ave_rating
929,tt0032484,Foreign Correspondent,1940,120,"On the eve of World War II, a young American reporter tries to expose enemy agents in London.",1,3.5
930,tt0038787,Notorious,1946,102,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,20,4.25
931,tt0038109,Spellbound,1945,111,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,9,3.8333333333333335
933,tt0048728,To Catch a Thief,1955,106,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.,23,4.217391304347826
934,tt0042451,Father of the Bride,1950,92,"The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.",12,3.25
936,tt0031725,Ninotchka,1939,110,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,6,4.0
937,tt0050658,Love in the Afternoon,1957,130,A middle-aged playboy becomes fascinated by the daughter of a private detective who has been hired to entrap him with the wife of a client.,2,3.5
938,tt0051658,Gigi,1958,115,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship, but it may not stay platonic for long.",6,3.25
942,tt0037008,Laura,1944,88,A police detective falls in love with the woman whose murder he is investigating.,6,4.333333333333333
944,tt0029162,Lost Horizon,1937,132,"A plane crash delivers a group of people to the secluded land of Shangri-La, but is it really the miraculous utopia it appears to be?",3,4.0
945,tt0027125,Top Hat,1935,101,"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",7,4.071428571428571
946,tt0035446,To Be or Not to Be,1942,99,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",3,2.5
947,tt0028010,My Man Godfrey,1936,94,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,4,3.75
948,tt0049261,Giant,1956,201,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,6,3.9166666666666665
949,tt0048028,East of Eden,1955,118,A wilful young man contends against his brother for the attention of their religious father while reconnecting with his estranged mother and falling for his brother's girlfriend.,6,3.9166666666666665
951,tt0032599,His Girl Friday,1940,92,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,14,4.392857142857143
952,tt0048960,Around the World in 80 Days,1956,167,A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.,12,3.625
953,tt0038650,It's a Wonderful Life,1946,130,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,58,4.0344827586206895
954,tt0031679,Mr. Smith Goes to Washington,1939,129,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",18,4.083333333333333
955,tt0029947,Bringing Up Baby,1938,102,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",18,3.861111111111111
956,tt0034012,Penny Serenade,1941,119,A couple's big dreams give way to a life full of unexpected sadness and unexpected joy.,1,4.0
959,tt0025586,Of Human Bondage,1934,83,A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,1,3.5
961,tt0027893,Little Lord Fauntleroy,1936,102,An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.,1,4.0
968,tt0063350,Night of the Living Dead,1968,96,"A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a bloodthirsty, flesh-eating breed of monsters who are ravaging the East Coast of the United States.",28,3.75
970,tt0046414,Beat the Devil,1953,89,"On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...",1,3.5
971,tt0051459,Cat on a Hot Tin Roof,1958,108,"Brick Pollitt (Paul Newman), an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie (Dame Elizabeth Taylor). His reunion with his father, Big Daddy (Burl Ives), who is dying of cancer, jogs a host of memories and revelations for both father and son.",10,4.1
973,tt0033891,Meet John Doe,1941,122,"A man needing money agrees to impersonate a non-existent person who said he'd be committing suicide as a protest, and a political movement begins.",5,3.9
979,tt0114007,Nothing Personal,1995,85,"A raw depiction of the Belfast, Northern Ireland ""troubles"" as savage tribal warfare. Set shortly after the 1975 cease fire, this movie focuses on the tribulations of Kenny (James Frain), ...",1,3.0
981,tt0118927,Dangerous Ground,1997,95,"Vusi Madlazi returns to the South African village he left as a young boy (he was organizing against apartheid, and left in fear of his life) to bury his father. He meets up with his brother...",2,3.0
982,tt0048491,Picnic,1955,115,Emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labour Day picnic.,1,3.0
986,tt0116329,Fly Away Home,1996,107,A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.,13,3.5384615384615383
988,tt0116442,Grace of My Heart,1996,116,"An aspiring singer, Denise Waverly/Edna Buxton, sacrifices her own singing career to write hit songs that launch the careers of other singers. The film follows her life from her first break...",2,3.0
990,tt0117011,Maximum Risk,1996,101,"A cop/flic discovers that he had a twin who just got murdered in Nice, France. In order to find out who did it, he takes his place including the cute girlfriend in Little Odessa, NYC.",5,2.9
991,tt0117039,Michael Collins,1996,133,Neil Jordan's historical biopic of Irish revolutionary,11,3.3181818181818183
993,tt0116635,Infinity,1996,119,Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,1,3.0
994,tt0115678,Big Night,1996,109,"New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the brothers plan to put on an evening of incredible food.",11,4.181818181818182
996,tt0116830,Last Man Standing,1996,101,A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,13,2.5
998,tt0117603,Set It Off,1996,123,"Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other.",3,3.0
999,tt0115438,2 Days in the Valley,1996,104,48 hours of intersecting lives and crimes in Los Angeles.,12,3.0416666666666665
1003,tt0116259,Extreme Measures,1996,118,A young doctor confronts a famous colleague; when he learns about the true methods of his work.,3,2.5
1005,tt0116000,D3: The Mighty Ducks,1996,104,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",8,2.1875
1009,tt0072951,Escape to Witch Mountain,1975,97,Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?,9,3.0555555555555554
1012,tt0050798,Old Yeller,1957,83,"A teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive. First thought to be good-for-nothing mutt, Old Yeller is soon beloved by all.",9,3.4444444444444446
1014,tt0054195,Pollyanna,1960,134,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,5,2.9
1015,tt0107131,Homeward Bound: The Incredible Journey,1993,84,"A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.",20,2.95
1017,tt0054357,Swiss Family Robinson,1960,126,A Swiss family must survive being shipwrecked on a deserted island.,10,3.5
1018,tt0059793,That Darn Cat!,1965,116,"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.",6,2.4166666666666665
1019,tt0046672,"20,000 Leagues Under the Sea",1954,127,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",17,3.4705882352941178
1020,tt0106611,Cool Runnings,1993,98,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",37,3.081081081081081
1021,tt0109127,Angels in the Outfield,1994,102,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",27,2.3333333333333335
1022,tt0042332,Cinderella,1950,74,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.",42,3.488095238095238
1027,tt0102798,Robin Hood: Prince of Thieves,1991,143,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.",28,3.017857142857143
1028,tt0058331,Mary Poppins,1964,139,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",71,3.887323943661972
1029,tt0033563,Dumbo,1941,64,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",35,3.3857142857142857
1030,tt0076538,Pete's Dragon,1977,128,An orphan boy and his magical dragon come to town with his abusive adoptive parents in pursuit.,15,2.7666666666666666
1031,tt0066817,Bedknobs and Broomsticks,1971,117,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.",24,3.4791666666666665
1032,tt0043274,Alice in Wonderland,1951,75,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,40,3.375
1034,tt0116361,Freeway,1996,102,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.",5,3.1
1036,tt0095016,Die Hard,1988,132,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,145,3.8620689655172415
1041,tt0117589,Secrets & Lies,1996,136,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",11,4.590909090909091
1042,tt0117887,That Thing You Do!,1996,108,"A local Pennsylvania band scores a one hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from its manager.",42,3.2738095238095237
1043,tt0117924,To Gillian on Her 37th Birthday,1996,93,"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel.",5,2.4
1046,tt0115640,Beautiful Thing,1996,90,"Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than friendship.",4,4.5
1051,tt0117958,Trees Lounge,1996,95,"Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, ""If only X then I could stop drinking"".",3,4.0
1053,tt0117202,Normal Life,1996,101,"Chris is young idealistic cop who falls in love and gets married to Pam, a beautiful but emotionally unstable woman who suffers from alcoholism and drug addiction. While Chris is trying ...",1,3.0
1054,tt0116404,Get on the Bus,1996,120,"A disparate group of African-American men travel by bus to Washington, DC for the Million Man March.",1,2.0
1055,tt0120107,Shadow Conspiracy,1997,103,"Bishop, trusted advisor to the president, has shots fired at him when Pachenko comes to him about a traitor in highest level of government. He gets away from the cold blooded assassin twice. Will he find the traitor before getting killed?",2,1.5
1056,tt0116722,Jude,1996,123,"Late 19th century England; Jude, an intelligent but unworldly stonemason, looks to escape rural poverty by gaining a university education. Toward this goal, when his wife Arabella leaves ...",7,3.0714285714285716
1057,tt0116242,Everyone Says I Love You,1996,101,A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.,15,3.466666666666667
1060,tt0117802,Swingers,1996,96,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",36,3.6944444444444446
1061,tt0117665,Sleepers,1996,147,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",29,3.6724137931034484
1066,tt0029546,Shall We Dance,1937,109,A budding romance between a ballet master and a tap dancer becomes complicated when rumors surface that they're already married.,4,4.5
1073,tt0067992,Willy Wonka & the Chocolate Factory,1971,100,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,119,3.8739495798319328
1077,tt0070707,Sleeper,1973,89,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,28,3.75
1078,tt0066808,Bananas,1971,82,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",11,3.409090909090909
1084,tt0061418,Bonnie and Clyde,1967,111,Bored waitress,35,4.071428571428571
1086,tt0046912,Dial M for Murder,1954,105,A tennis player tries to arrange his wife's murder after learning of her affair.,25,4.1
1088,tt0092890,Dirty Dancing,1987,100,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",42,3.369047619047619
1089,tt0105236,Reservoir Dogs,1992,99,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",131,4.202290076335878
1090,tt0091763,Platoon,1986,120,A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.,63,3.984126984126984
1091,tt0098627,Weekend at Bernie's,1989,97,"Two losers try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.",21,2.5476190476190474
1092,tt0103772,Basic Instinct,1992,127,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,47,3.1914893617021276
1095,tt0104348,Glengarry Glen Ross,1992,100,An examination of the machinations behind the scenes at a real estate office.,15,3.6666666666666665
1096,tt0084707,Sophie's Choice,1982,150,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust.",10,4.05
1097,tt0083866,E.T. the Extra-Terrestrial,1982,115,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,122,3.7663934426229506
1100,tt0099371,Days of Thunder,1990,107,A young hot-shot stock car driver gets his chance to compete at the top level.,19,2.710526315789474
1101,tt0092099,Top Gun,1986,110,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.",83,3.3012048192771086
1103,tt0048545,Rebel Without a Cause,1955,111,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",15,4.1
1119,tt0112907,Drunks,1995,90,"At the beginning of a nightly Alcoholics Anonymous meeting, Jim seems particularly troubled. His sponsor encourages him to talk that night, the first time in seven months, so he does - and ...",1,3.0
1121,tt0116422,Glory Daze,1995,100,"With college graduation pending, the old gang tries to avoid the inevitability of breaking up and going forward with their lives.",1,4.0
1124,tt0082846,On Golden Pond,1981,109,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",13,3.6538461538461537
1126,tt0101775,Drop Dead Fred,1991,103,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,6,2.8333333333333335
1129,tt0082340,Escape from New York,1981,99,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",39,3.448717948717949
1131,tt0091288,Jean de Florette,1986,120,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,11,4.090909090909091
1135,tt0081375,Private Benjamin,1980,109,A sheltered young high society woman joins the United States Army on a whim and finds herself in a more difficult situation than she ever expected.,13,3.1153846153846154
1136,tt0071853,Monty Python and the Holy Grail,1975,91,King Arthur (,136,4.161764705882353
1137,tt0116587,Hustler White,1996,79,"Reminiscent of Sunset Boulevard, Hustler White transposes the action from the silver screen's old movie backlots to contemporary male prostitution and the porn industry. Said to be an homage to classic Hollywood cinema.",1,4.0
1140,tt0116212,Entertaining Angels: The Dorothy Day Story,1996,110,"Chronicles the life of Dorothy Day who dedicated herself in service to her socialist beliefs and her adopted faith of Catholicism. The movement she created continues to thrive to this day, ...",1,5.0
1163,tt0110521,Mina Tannenbaum,1994,128,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and ...,1,1.0
1167,tt0116059,Dear God,1996,112,"When letters written to God start getting results, and replies, people everywhere are amazed. The post office, however, is annoyed.",2,3.5
1170,tt0112483,Best of the Best 3: No Turning Back,1995,90,A martial arts instructor comes to the defense of a schoolteacher who has taken a stand against a local white supremacist organization.,2,2.5
1171,tt0103850,Bob Roberts,1992,102,"A conservative folk singer turns his hand to politics, running for the US Senate. He is not above dirty tricks and smear campaigns to gain an advantage over his opponent.",17,3.3529411764705883
1175,tt0101700,Delicatessen,1991,99,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,21,3.8333333333333335
1178,tt0050825,Paths of Glory,1957,88,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",12,4.541666666666667
1180,tt0102014,Hear My Song,1991,113,Owner of a failing club seeks infamous Irish singer Josef Locke in order to bring business and success to his club,1,3.0
1184,tt0102426,Mediterraneo,1991,96,"In WW2, an Italian Army unit of misfits occupies an isolated non-strategic Greek island for the duration of the war.",7,3.9285714285714284
1186,tt0098724,"Sex, Lies, and Videotape",1989,100,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,23,3.5869565217391304
1187,tt0105107,Passion Fish,1992,135,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.",5,3.6
1188,tt0105488,Strictly Ballroom,1992,94,A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.,22,3.659090909090909
1193,tt0073486,One Flew Over the Cuckoo's Nest,1975,133,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",133,4.203007518796992
1196,tt0080684,Star Wars: Episode V - The Empire Strikes Back,1980,124,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",211,4.2156398104265405
1199,tt0088846,Brazil,1985,132,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,59,4.177966101694915
1200,tt0090605,Aliens,1986,137,"Ellen Ripley is rescued by a deep salvage team after being in hypersleep for 57 years. The moon that the Nostromo visited has been colonized, but contact is lost. This time, colonial marines have impressive firepower, but will that be enough?",126,3.9642857142857144
1202,tt0094336,Withnail & I,1987,107,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",7,3.857142857142857
1203,tt0050083,12 Angry Men,1957,96,A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,57,4.149122807017544
1204,tt0056172,Lawrence of Arabia,1962,228,The story of,45,4.3
1207,tt0056592,To Kill a Mockingbird,1962,129,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",58,4.120689655172414
1208,tt0078788,Apocalypse Now,1979,147,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,107,4.219626168224299
1210,tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,131,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",196,4.137755102040816
1213,tt0099685,Goodfellas,1990,146,The story of,126,4.25
1214,tt0078748,Alien,1979,117,"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.",146,3.969178082191781
1217,tt0089881,Ran,1985,162,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",15,4.433333333333334
1219,tt0054215,Psycho,1960,109,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",83,4.036144578313253
1222,tt0093058,Full Metal Jacket,1987,116,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,102,4.098039215686274
1224,tt0097499,Henry V,1989,137,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",19,4.0
1225,tt0086879,Amadeus,1984,160,"The life, success and troubles of",76,4.184210526315789
1227,tt0087843,Once Upon a Time in America,1984,229,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",16,4.0625
1228,tt0081398,Raging Bull,1980,129,The life of boxer,40,4.1875
1230,tt0075686,Annie Hall,1977,93,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,58,3.8706896551724137
1232,tt0079944,Stalker,1979,162,A guide leads two men through an area known as the Zone to find a room that grants wishes.,8,3.625
1235,tt0067185,Harold and Maude,1971,91,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",26,4.288461538461538
1236,tt0103130,Trust,1990,107,"After being thrown out of her house, Maria encounters a married woman who complains of not having children. Maria ends up in an abandoned house, where she meets Matthew. When a baby is kidnapped Maria sets out to find the woman.",3,4.333333333333333
1238,tt0085859,Local Hero,1983,111,An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.,9,4.055555555555555
1242,tt0097441,Glory,1989,122,,41,4.170731707317073
1244,tt0079522,Manhattan,1979,96,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,33,4.106060606060606
1245,tt0100150,Miller's Crossing,1990,115,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",20,4.225
1246,tt0097165,Dead Poets Society,1989,128,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,86,3.9593023255813953
1248,tt0052311,Touch of Evil,1958,95,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",17,4.264705882352941
1252,tt0071315,Chinatown,1974,130,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",59,4.211864406779661
1255,tt0092610,Bad Taste,1987,91,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.,6,3.0
1256,tt0023969,Duck Soup,1933,69,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,23,3.8043478260869565
1257,tt0088794,Better Off Dead...,1985,97,"A teenager has to deal with his girlfriend dumping him among family crises, homicidal paper boys, and a rival skier.",27,3.685185185185185
1259,tt0092005,Stand by Me,1986,89,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",91,4.0054945054945055
1264,tt0082269,Diva,1981,117,"Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed all twist their way through an intricate and stylish French-language thriller.",5,3.8
1265,tt0107048,Groundhog Day,1993,101,A weatherman finds himself inexplicably living the same day over and over again.,143,3.944055944055944
1266,tt0105695,Unforgiven,1992,130,Retired Old West gunslinger William Munny (,45,4.111111111111111
1268,tt0100436,Pump Up the Volume,1990,102,Mark runs a pirate radio station and causes an uproar when he speaks his mind and enthralls fellow teens.,9,3.611111111111111
1269,tt0036613,Arsenic and Old Lace,1944,118,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,29,3.8793103448275863
1270,tt0088763,Back to the Future,1985,116,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",171,4.038011695906433
1271,tt0101921,Fried Green Tomatoes,1991,130,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,30,3.5
1272,tt0066206,Patton,1970,172,The World War II phase of the career of controversial American general,33,4.121212121212121
1273,tt0090967,Down by Law,1986,107,"Two innocent people are arrested. An interesting third person, with broken English, joins them in their cell. On his idea, they decide to escape from the prison. Their journey is the rest of the movie.",11,4.045454545454546
1274,tt0094625,Akira,1988,124,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.,39,3.7435897435897436
1275,tt0091203,Highlander,1986,116,"An immortal Scottish swordsman must confront the last of his immortal opponent, a murderously brutal barbarian who lusts for the fabled ""Prize"".",48,3.7291666666666665
1276,tt0061512,Cool Hand Luke,1967,127,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",57,4.271929824561403
1277,tt0099334,Cyrano de Bergerac,1990,137,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",12,4.125
1278,tt0072431,Young Frankenstein,1974,106,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",69,3.9927536231884058
1279,tt0102536,Night on Earth,1991,129,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,8,4.125
1282,tt0032455,Fantasia,1940,125,A collection of animated interpretations of great works of Western classical music.,53,3.7830188679245285
1283,tt0044706,High Noon,1952,85,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",19,4.2105263157894735
1285,tt0097493,Heathers,1989,103,"In order to get out of the snobby clique that is destroying her good-girl reputation, an intelligent teen teams up with a dark sociopath in a plot to kill the cool kids.",41,3.731707317073171
1286,tt0081534,Somewhere in Time,1980,103,A Chicago playwright uses self-hypnosis to travel back in time and meet the actress whose vintage portrait hangs in a grand hotel.,7,3.0714285714285716
1287,tt0052618,Ben-Hur,1959,212,"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",34,3.9411764705882355
1288,tt0088258,This Is Spinal Tap,1984,82,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",66,4.015151515151516
1290,tt0094006,Some Kind of Wonderful,1987,95,"When Keith goes out with Amanda, the girl of his dreams, Amanda's ex-boyfriend plans to get back at Keith. Meanwhile, Keith's best friend, tomboy Watts, realizes she has feelings for Keith.",10,3.35
1291,tt0097576,Indiana Jones and the Last Crusade,1989,127,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against",140,4.046428571428572
1292,tt0078841,Being There,1979,130,"A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",20,3.95
1293,tt0083987,Gandhi,1982,191,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,27,3.8333333333333335
1297,tt0089886,Real Genius,1985,108,"Teenage geniuses deal with their abilities while developing a high-powered laser for a university project. When their professor intends to turn their work into a military weapon, they decide to ruin his plans.",20,3.675
1298,tt0084503,Pink Floyd: The Wall,1982,95,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,23,3.760869565217391
1301,tt0049223,Forbidden Planet,1956,98,A starship crew goes to investigate the silence of a planet's colony only to find two survivors and a deadly secret that one of them has.,13,3.8076923076923075
1302,tt0097351,Field of Dreams,1989,107,"An Iowa corn farmer, hearing voices, interprets them as a command to build a baseball diamond in his fields; he does, and the 1919 Chicago White Sox come.",56,3.517857142857143
1304,tt0064115,Butch Cassidy and the Sundance Kid,1969,110,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",62,3.943548387096774
1305,tt0087884,"Paris, Texas",1984,145,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",4,3.5
1307,tt0098635,When Harry Met Sally...,1989,95,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",85,3.8588235294117648
